APPLICATION NUMBER,TYPE,YEAR ISSUED,PRINCIPAL DUE,ADDRESS, 
   313904,LICENSE,2005,12336.86,107 N 50TH ST , 
   314080,LICENSE,2005,7520.98,1422 N 53RD ST , 
   314160,LICENSE,2005,10254.82,2723 N 16TH ST , 
   314161,LICENSE,2005,2838.05,3126 W MONTGOMERY AVE , 
   314189,LICENSE,2005,2093.76,5658 BEAUMONT ST , 
   314590,LICENSE,2005,194.02,1236 N ALLISON ST , 
   314618,LICENSE,2005,2455.31,2221 N 17TH ST , 
   314679,LICENSE,2005,6344.17,4810 N HUTCHINSON ST , 
   315016,LICENSE,2005,2166.69,1944 CHELTEN AVE , 
   315077,LICENSE,2005,5785.05,2962 RUTH ST , 
   315100,LICENSE,2005,2130.47,447 E ONTARIO ST , 
   315122,LICENSE,2005,1023.61,1225 W TUCKER ST , 
   315212,LICENSE,2005,64558.7,2809 MASTER ST , 
   315214,LICENSE,2005,64558.7,2809 MASTER ST , 
   315236,LICENSE,2005,622.45,2119 N 10TH ST , 
   315272,LICENSE,2005,5835.97,5146 W STILES ST , 
   315276,LICENSE,2005,7192.76,5516 BROOMALL ST , 
   315427,LICENSE,2005,0,607 S 42ND ST , 
   315797,LICENSE,2005,6033.02,5464 DELANCEY ST , 
   315814,LICENSE,2005,4404.66,1426 N NEWKIRK ST , 
   315972,LICENSE,2005,7599.38,231 BERKLEY ST , 
   316267,LICENSE,2005,5149.15,3416 EMERALD ST , 
   316268,LICENSE,2005,4783.83,1854 CLARENCE ST , 
   316350,LICENSE,2005,2749.34,2119 N 28TH ST , 
   316380,LICENSE,2005,6416.26,1904 E MONMOUTH ST , 
   316381,LICENSE,2005,7180.73,3421 E ST , 
   316386,LICENSE,2005,9144.15,549 N SIMPSON ST , 
   316389,LICENSE,2005,4043.88,3150 AMBER ST , 
   316416,LICENSE,2005,9318.53,926 S CECIL ST , 
   316572,LICENSE,2005,1967.33,3400 GRAYS FERRY AVE , 
   317125,LICENSE,2005,101.41,4951 HAZEL AVE , 
   317256,LICENSE,2005,3253.1,2634 E THOMPSON ST , 
   317440,LICENSE,2005,9213.25,6724 GREENWAY AVE , 
   317605,LICENSE,2005,532.2,1134 S 52ND ST , 
   317646,LICENSE,2005,478.6,1110 S 52ND ST , 
   317651,LICENSE,2005,1454.31,5727 FILBERT ST , 
   317665,LICENSE,2005,438.01,5028 SPRINGFIELD AVE , 
   317692,LICENSE,2005,554.72,1101 S 52ND ST , 
   317693,LICENSE,2005,478.6,1100 S 52ND ST , 
   317700,LICENSE,2005,919.86,1125 S 52ND ST , 
   317701,LICENSE,2005,875.56,1920 E ARIZONA ST , 
   317703,LICENSE,2005,895.53,1135 S 52ND ST , 
   317780,LICENSE,2005,2189.63,209 S 50TH ST , 
   317876,LICENSE,2005,101.41,1136 S 52ND ST , 
   317877,LICENSE,2005,956.25,1141 S 52ND ST , 
   317893,LICENSE,2005,10195.07,3240 N 22ND ST , 
   317968,LICENSE,2005,1016.96,1152 S 52ND ST , 
   317972,LICENSE,2005,68.9,1217 S 52ND ST , 
   318171,LICENSE,2005,1370.11,5414 RIDGEWOOD ST , 
   318277,LICENSE,2005,1593.93,2647 EARP ST , 
   318656,LICENSE,2005,5603.14,3114 N MARSTON ST , 
   318714,LICENSE,2005,614.05,1222 S 52ND ST , 
   318717,LICENSE,2005,595.32,1225 S 52ND ST , 
   318720,LICENSE,2005,68.9,1227 S 52ND ST , 
   318723,LICENSE,2005,1135.07,1230 S 52ND ST , 
   318785,LICENSE,2005,5680.16,3408 HURLEY ST , 
   319143,LICENSE,2005,8745.65,2229 W CAMBRIA ST , 
   319289,LICENSE,2005,10091.14,40 N 53RD ST , 
   319338,LICENSE,2005,4893.61,2529 S SHERIDAN ST , 
   320143,LICENSE,2005,6375.37,2418 DURFOR ST , 
   320281,LICENSE,2005,331714.85,3309 S GALLOWAY ST , 
   321406,LICENSE,2005,3419.84,3056 ROSEHILL ST , 
   321500,LICENSE,2005,14219.97,324 N AMERICAN ST , 
   321547,LICENSE,2005,11130.01,5641 CHEW AVE , 
   321629,LICENSE,2005,15643.49,4757 BINGHAM ST , 
   322178,LICENSE,2005,2943.3,2200 INGERSOLL ST , 
   322277,LICENSE,2005,5379.32,1636 W CLEARFIELD ST , 
   322278,LICENSE,2005,5379.32,1636 W CLEARFIELD ST , 
   322428,LICENSE,2005,13811.32,7017 FORREST AVE , 
   322515,LICENSE,2005,1232.56,2022 S 61ST ST , 
   322684,LICENSE,2005,3509.38,952 E WOODLAWN ST , 
   323063,LICENSE,2005,2149.6,2631 SEPVIVA ST , 
   323232,LICENSE,2005,5902.44,1746 S CLEVELAND ST , 
   323424,LICENSE,2005,4145.48,2722 N DOVER ST , 
   323802,LICENSE,2005,7872.81,1429 S PAXON ST , 
   324308,LICENSE,2005,0,250 N 61ST ST , 
   324414,LICENSE,2005,15330.81,5554 WHITBY AVE , 
   324431,LICENSE,2005,14743.53,218 E HAINES ST , 
   324608,LICENSE,2005,28593.62,757 S FRONT ST , 
   324685,LICENSE,2005,1780.03,106 MEEHAN AVE , 
   324773,LICENSE,2005,6460.14,3939 PRISCILLA ST , 
   324776,LICENSE,2005,5834.46,3927 PRISCILLA ST , 
   324929,LICENSE,2005,898.1,2746 N DARIEN ST , 
   325058,LICENSE,2005,5063.82,2715 OAKFORD ST , 
   325132,LICENSE,2005,2202.84,3029 COLLINS ST , 
   325160,LICENSE,2005,1270.88,2411 WHARTON ST , 
   325199,LICENSE,2005,6772.7,1444 N WANAMAKER ST , 
   325267,LICENSE,2005,11731.44,6205 JEFFERSON ST , 
   325353,LICENSE,2005,1940.67,2651 N CHADWICK ST , 
   325366,LICENSE,2005,0,6418 N WOODSTOCK ST , 
   325371,LICENSE,2005,9970.27,5627 LITCHFIELD ST , 
   325372,LICENSE,2005,2295.77,2649 N CHADWICK ST , 
   325432,LICENSE,2005,3966.15,2518 N NAPA ST , 
   325461,LICENSE,2005,3676.3,3639 N PERCY ST , 
   325582,LICENSE,2005,6756.05,4922 N WARNOCK ST , 
   326107,LICENSE,2005,9213.25,6724 GREENWAY AVE , 
   326203,LICENSE,2005,1842.19,3135 N FRANKLIN ST , 
   326217,LICENSE,2005,12349.63,4637 N MARVINE ST , 
   326540,LICENSE,2005,7919.02,4930 B ST , 
   326939,LICENSE,2005,9055.84,2338 NICHOLAS ST , 
   327268,LICENSE,2005,1050.26,2518 HOLBROOK ST , 
   327702,LICENSE,2005,14465.25,360 N SIMPSON ST , 
   328055,LICENSE,2005,8878.68,5624 WILLOWS AVE , 
   328079,LICENSE,2005,1718.86,2311 W YORK ST , 
   328307,LICENSE,2005,12632.3,205 N 63RD ST , 
   328311,LICENSE,2005,5122.02,2601 N STANLEY ST , 
   328357,LICENSE,2005,3361.78,4902 W THOMPSON ST , 
   331336,LICENSE,2005,847.59,5224 JEFFERSON ST , 
   331628,LICENSE,2005,529.7,1820 E GLENWOOD AVE , 
   331652,LICENSE,2005,7696.72,2009 W SPENCER AVE , 
   331770,LICENSE,2005,1050.26,2524 HOLBROOK ST , 
   331834,LICENSE,2005,3959.73,2267 E ONTARIO ST , 
   331837,LICENSE,2005,3164.22,2524 N 25TH ST , 
   331846,LICENSE,2005,4789.65,2516 N 25TH ST , 
   331847,LICENSE,2005,3724.61,3010 N 08TH ST , 
   331848,LICENSE,2005,2511.64,1235 N MYRTLEWOOD ST , 
   331929,LICENSE,2005,4505.88,5559 LUDLOW ST , 
   332211,LICENSE,2005,3850.04,1618 W JUNIATA ST , 
   332367,LICENSE,2005,3808.11,5710 CRITTENDEN ST , 
   333125,LICENSE,2005,974.93,3216 N CARLISLE ST , 
   333468,LICENSE,2005,1210.23,4323 E ROOSEVELT BLV , 
   333525,LICENSE,2005,4863.16,72 E WALNUT LN , 
   333679,LICENSE,2005,1023.33,2510 W SELTZER ST , 
   333839,LICENSE,2005,7597.45,6112 YOCUM ST , 
   333871,LICENSE,2005,1464.93,3202 LATONA ST , 
   333883,LICENSE,2005,5122.02,2601 N STANLEY ST , 
   333884,LICENSE,2005,5122.02,2601 N STANLEY ST , 
   334048,LICENSE,2005,3070.17,2341 N 17TH ST , 
   334228,LICENSE,2005,8144.34,5321 RACE ST , 
   334656,LICENSE,2005,3118.7,2811 N 09TH ST , 
   334889,LICENSE,2005,60117.7,5811 DREXEL RD , 
   335487,LICENSE,2005,82555.36,200 W ALLENS LN , 
   335889,LICENSE,2005,20394.59,7326 OXFORD AVE , 
   336141,LICENSE,2005,898.1,2746 N DARIEN ST , 
   336417,LICENSE,2005,7277.93,5749 WALNUT ST , 
   336492,LICENSE,2005,2889.34,3203 CECIL B MOORE AVE , 
   336500,LICENSE,2005,2468.62,1327 W WISHART ST , 
   336522,LICENSE,2005,0,1112 ARROTT ST , 
   336531,LICENSE,2005,0,11609 PROCTOR RD , 
   336863,LICENSE,2005,1050.26,2512 HOLBROOK ST , 
   336955,LICENSE,2005,3016.29,4501 STENTON AVE , 
   336958,LICENSE,2005,3016.29,4501 STENTON AVE , 
   336959,LICENSE,2005,3016.29,4501 STENTON AVE , 
   337125,LICENSE,2005,10067.96,1225 N 54TH ST , 
   337150,LICENSE,2005,19067.8,5500 ANGORA TER , 
   337272,LICENSE,2005,9715.41,3531 N 24TH ST , 
   337275,LICENSE,2005,9715.41,3531 N 24TH ST , 
   337470,LICENSE,2005,11957.3,600 S 51ST ST , 
   337499,LICENSE,2005,7600.6,5909 LANSDOWNE AVE , 
   337716,LICENSE,2005,0,1317 S COLORADO ST , 
   337788,LICENSE,2005,4046.48,1238 W AIRDRIE ST , 
   337838,LICENSE,2005,8060.16,2238 RUFFNER ST , 
   337883,LICENSE,2005,2025.71,6053 E WISTER ST , 
   337966,LICENSE,2005,3665.05,3112 N 15TH ST , 
   338403,LICENSE,2005,5122.02,2601 N STANLEY ST , 
   339417,LICENSE,2005,7396.43,1939 S ITHAN ST , 
   339753,LICENSE,2005,2360.01,5547 LINMORE AVE , 
   339783,LICENSE,2005,8751.13,2452 W TORONTO ST , 
   339787,LICENSE,2005,3526.67,4100 N FAIRHILL ST , 
   339893,LICENSE,2005,5044.11,7303 OGONTZ AVE , 
   339920,LICENSE,2005,3220.66,3028 W HARPER ST , 
   340534,LICENSE,2005,2833.06,120 E CUMBERLAND ST , 
   340560,LICENSE,2005,1077.96,3219 LATONA ST , 
   340607,LICENSE,2005,3931.06,5423 ADDISON ST , 
   340959,LICENSE,2005,9715.41,3531 N 24TH ST , 
   341127,LICENSE,2005,7743.73,857 E WILLARD ST , 
   341175,LICENSE,2005,9223.67,2046 S 68TH ST , 
   341346,LICENSE,2005,8556.12,7701 WOOLSTON AVE , 
   341424,LICENSE,2005,1277.43,3891 MANOR ST , 
   341506,LICENSE,2005,14604.95,4500 N UBER ST , 
   341550,LICENSE,2005,5343.02,3339 N FRONT ST , 
   342512,LICENSE,2005,13523.2,2000 S BEECHWOOD ST , 
   342864,LICENSE,2005,976.99,2545 N JESSUP ST , 
   343039,LICENSE,2005,3428.1,2967 RUTH ST , 
   343113,LICENSE,2005,1033.65,2444 N 20TH ST , 
   343314,LICENSE,2005,1380.59,5333 HOWLAND ST , 
   343581,LICENSE,2005,20394.59,7326 OXFORD AVE , 
   343687,LICENSE,2005,101.41,137 S 61ST ST , 
   343937,LICENSE,2005,3300.04,731 N 02ND ST , 
   344083,LICENSE,2005,11160.89,1903 E SOMERSET ST , 
   344137,LICENSE,2005,101.41,6129 PINE ST , 
   344245,LICENSE,2005,241.29,15 S CONESTOGA ST , 
   344258,LICENSE,2005,865.42,40 S 59TH ST , 
   344265,LICENSE,2005,375.11,19 S 54TH ST , 
   344272,LICENSE,2005,81.16,24 S 59TH ST , 
   344293,LICENSE,2005,3107.82,22 S 59TH ST , 
   344297,LICENSE,2005,735.7,20 S 59TH ST , 
   344581,LICENSE,2005,9470.78,2840 N 22ND ST , 
   344625,LICENSE,2005,2156.21,2617 N 12TH ST , 
   344653,LICENSE,2005,5257.31,1108 CROSS ST , 
   345065,LICENSE,2005,11254.29,965 E SCHILLER ST , 
   345275,LICENSE,2005,1874.26,3037 CORAL ST , 
   345277,LICENSE,2005,3024.86,1229 W HAZZARD ST , 
   345278,LICENSE,2005,1329.32,2317 N FAIRHILL ST , 
   345297,LICENSE,2005,1887.37,3317 N FAIRHILL ST , 
   345533,LICENSE,2005,6498.01,5409 REGENT ST , 
   345535,LICENSE,2005,8074.4,1645 N ALLISON ST , 
   345559,LICENSE,2005,6150.29,162 E WALNUT LN , 
   345674,LICENSE,2005,282.48,7215 THEODORE ST , 
   345807,LICENSE,2005,11496.55,5327 CHESTNUT ST , 
   345940,LICENSE,2005,7324.34,1167 S CLARION ST , 
   346550,LICENSE,2005,4201.26,4232 VIOLA ST , 
   346816,LICENSE,2005,885.88,5120 HARLAN ST , 
   347032,LICENSE,2005,11868.08,841 S 52ND ST , 
   347427,LICENSE,2005,2623.28,2541 N CHADWICK ST , 
   347504,LICENSE,2005,9394.23,2851 TULIP ST , 
   347660,LICENSE,2005,18719.64,3509 OLD YORK RD , 
   347661,LICENSE,2005,18719.64,3509 OLD YORK RD , 
   347851,LICENSE,2005,10873.39,782 SMYLIE RD , 
   349436,LICENSE,2005,7776.69,1932 W BRISTOL ST , 
     1445,LICENSE,2004,7666.86,1432 N EDGEWOOD ST , 
     2231,PERMIT,2004,2493.33,2100 W INDIANA AVE , 
     2617,PERMIT,2004,173.28,5826 WEBSTER ST , 
     2619,PERMIT,2004,191.65,1235 GREYLOCK ST , 
     2725,PERMIT,2004,1957.97,1205 S BUCKNELL ST , 
     2823,PERMIT,2004,0,540 S 49TH ST , 
     2824,PERMIT,2004,0,540 S 49TH ST , 
     3427,PERMIT,2004,3410.81,114 N EDGEWOOD ST , 
     3445,PERMIT,2004,6145.46,4287 PAUL ST , 
     3524,PERMIT,2004,20840.66,5415 WYNDALE AVE , 
     4129,PERMIT,2004,108.43,6157 CHESTNUT ST , 
     4131,PERMIT,2004,11281.95,364 CHURCH LN , 
     4279,PERMIT,2004,25.84,524 REED ST , 
     4331,PERMIT,2004,43081.61,6948 TORRESDALE AVE , 
     4387,PERMIT,2004,339,3313 SPRING GARDEN ST , 
     4397,PERMIT,2004,788.95,5008 WALNUT ST , 
     4724,PERMIT,2004,11144.65,348 E CHELTEN AVE , 
     4726,PERMIT,2004,11144.65,348 E CHELTEN AVE , 
     5000,PERMIT,2004,52559.62,1501S MARKET ST D, 
     5227,PERMIT,2004,1340.57,3121 N 07TH ST , 
     5241,PERMIT,2004,1675.99,2436 N 29TH ST , 
     5611,PERMIT,2004,52559.62,1501S MARKET ST D, 
     5983,PERMIT,2004,8260.94,4238 PAUL ST , 
     6075,PERMIT,2004,1409.79,1035 S PAXON ST , 
     6130,LICENSE,2004,10174.38,3315 N PARK AVE , 
     6170,PERMIT,2004,13280.81,4800 LANCASTER AVE , 
     6170,PERMIT,2004,13280.81,4800 LANCASTER WLK , 
     6208,PERMIT,2004,1922.22,2004 E DAUPHIN ST , 
     6703,PERMIT,2004,11300.81,3528 JUDSON ST , 
     6706,PERMIT,2004,5942.11,1509 BELMONT AVE , 
     6707,PERMIT,2004,952.93,5434 MALCOLM ST , 
     7139,LICENSE,2004,7067.14,5316 W OXFORD ST , 
    12905,LICENSE,2004,9441.71,4211 CHESTNUT ST , 
    27703,LICENSE,2004,0,1334 WALNUT ST , 
    52200,LICENSE,2004,13349.07,1125 E STAFFORD ST , 
    53746,LICENSE,2004,2737.54,2471 N NEWKIRK ST , 
    60753,LICENSE,2004,23944.55,2020 FRANKFORD AVE , 
    69223,LICENSE,2004,10855.79,1048 E CHELTEN AVE , 
    72371,LICENSE,2004,8856.68,2509 W YORK ST , 
    91849,LICENSE,2004,3767.53,6201 RACE ST , 
   197448,LICENSE,2004,4212.65,3244 GERMANTOWN AVE , 
   197463,LICENSE,2004,28593.62,757 S FRONT ST , 
   197653,LICENSE,2004,4291.79,119 E TIOGA ST , 
   197666,LICENSE,2004,7165.75,201 W WESTMORELAND ST , 
   197842,LICENSE,2004,2673.84,1449 N 05TH ST , 
   198674,LICENSE,2004,18462.92,8705 GERMANTOWN AVE , 
   199362,LICENSE,2004,13550.79,5923 LANSDOWNE AVE , 
   199539,LICENSE,2004,3526.67,4100 N FAIRHILL ST , 
   199725,LICENSE,2004,19367.68,5731 MALVERN AVE , 
   199728,LICENSE,2004,3883.02,130 W CHELTEN AVE , 
   200207,LICENSE,2004,3877.19,1142 MIFFLIN ST , 
   200255,LICENSE,2004,31619.86,1023 W ERIE AVE , 
   200368,LICENSE,2004,9502.03,700 N 49TH ST , 
   200487,LICENSE,2004,10320.31,2139 W VENANGO ST , 
   200718,LICENSE,2004,11385.74,5300 N 15TH ST , 
   200874,LICENSE,2004,150617.55,2248 N 07TH ST , 
   200979,LICENSE,2004,7842.56,3126 N 29TH ST , 
   201078,LICENSE,2004,0,1410 N FRAZIER ST , 
   201331,LICENSE,2004,7065.57,422 S 60TH ST , 
   201427,LICENSE,2004,6900.84,3053 N 22ND ST , 
   201569,LICENSE,2004,24648.48,2201 JACKSON ST , 
   201611,LICENSE,2004,3735.67,2508 S 58TH ST , 
   201845,LICENSE,2004,18462.92,8705 GERMANTOWN AVE , 
   202005,LICENSE,2004,9056.71,2400 W LEHIGH AVE , 
   202274,LICENSE,2004,4084.63,2901 N 27TH ST , 
   202330,LICENSE,2004,43081.61,6948 TORRESDALE AVE , 
   202383,LICENSE,2004,1088.43,1338 S OPAL ST , 
   202441,LICENSE,2004,2851.06,2328 E CLEARFIELD ST , 
   202479,LICENSE,2004,7165.75,201 W WESTMORELAND ST , 
   202492,LICENSE,2004,5904.06,2204 N 29TH ST , 
   203101,LICENSE,2004,5567.23,125 N PEACH ST , 
   203569,LICENSE,2004,10626.45,2848 SNYDER AVE , 
   203698,LICENSE,2004,7969.63,5601 BOYER ST , 
   203949,LICENSE,2004,10105.04,323 W GIRARD AVE , 
   204046,LICENSE,2004,65645,6110 OSAGE AVE , 
   204158,LICENSE,2004,21288.08,931 N 42ND ST , 
   204801,LICENSE,2004,6745.65,3723 N 05TH ST , 
   204960,LICENSE,2004,11017.22,4982 1/2 W THOMPSON ST , 
   205030,LICENSE,2004,0,1334 WALNUT ST , 
   205070,LICENSE,2004,11286.75,4606 WOODLAND AVE , 
   205279,LICENSE,2004,2992.94,2054 DENNIE ST , 
   205490,LICENSE,2004,5558.22,1222 S EDGEWOOD ST , 
   205517,LICENSE,2004,35145.28,6366 STENTON AVE , 
   205535,LICENSE,2004,47193.99,6460 GREENE ST , 
   205603,LICENSE,2004,4291.79,119 E TIOGA ST , 
   205962,LICENSE,2004,874.73,452 CANTRELL ST , 
   206065,LICENSE,2004,11384.17,5738 CRITTENDEN ST , 
   206227,LICENSE,2004,13843.25,251 S 50TH ST , 
   206526,LICENSE,2004,5991.78,3468 E ST , 
   206561,LICENSE,2004,2673.84,1449 N 05TH ST , 
   206635,LICENSE,2004,6357.71,2401 W LEHIGH AVE , 
   206640,LICENSE,2004,6327.05,2532 N BROAD ST , 
   206945,LICENSE,2004,5778.92,5732 CATHARINE ST , 
   206981,LICENSE,2004,14731.89,6447 WYNCOTE AVE , 
   207305,LICENSE,2004,1782.4,2017 N 29TH ST , 
   207673,LICENSE,2004,13523.2,2000 S BEECHWOOD ST , 
   207820,LICENSE,2004,8751.13,2452 W TORONTO ST , 
   207921,LICENSE,2004,3439.2,301 W COULTER ST , 
   208058,LICENSE,2004,0,1334 WALNUT ST , 
   208198,LICENSE,2004,19025.02,4223 WAYNE AVE , 
   208336,LICENSE,2004,3252.68,1921 W SUSQUEHANNA AVE , 
   208338,LICENSE,2004,4212.65,3244 GERMANTOWN AVE , 
   208807,LICENSE,2004,16132.94,17 E PRICE ST , 
   209434,LICENSE,2004,28593.62,757 S FRONT ST , 
   209551,LICENSE,2004,22395.17,6026 WASHINGTON AVE , 
   210176,LICENSE,2004,3597.27,2710 N HEMBERGER ST , 
   210268,LICENSE,2004,10545.02,5611 CEDAR AVE , 
   210280,LICENSE,2004,4414.68,2702 S MARSHALL ST , 
   210315,LICENSE,2004,2067.56,5311 BELFIELD AVE , 
   210348,LICENSE,2004,4673.19,1506 W GLENWOOD AVE , 
   210431,LICENSE,2004,3666.33,1403 S CHADWICK ST , 
   210566,LICENSE,2004,5280.42,3027 N LAMBERT ST , 
   210660,LICENSE,2004,14456.41,5880 N 07TH ST , 
   210793,LICENSE,2004,6708.48,40 DEARBORN ST , 
   210997,LICENSE,2004,8842.97,4421 N 09TH ST , 
   211055,LICENSE,2004,1041.24,1920 N MARSHALL ST , 
   211310,LICENSE,2004,2614.59,5321 PENTRIDGE ST , 
   211326,LICENSE,2004,7763.13,710 S 60TH ST , 
   211404,LICENSE,2004,9454.61,1109 W WINGOHOCKING ST , 
   211516,LICENSE,2004,4212.65,3244 GERMANTOWN AVE , 
   211686,LICENSE,2004,6393.8,3627 N 21ST ST , 
   211852,LICENSE,2004,4477.23,1630 MARGARET ST , 
   211959,LICENSE,2004,0,540 S 49TH ST , 
   211963,LICENSE,2004,0,5229 PENNSGROVE ST , 
   212080,LICENSE,2004,1696.51,130 HANSBERRY ST , 
   212081,LICENSE,2004,5576.06,30 MEEHAN AVE , 
   212139,LICENSE,2004,4521.15,640 UNION ST , 
   212177,LICENSE,2004,104.03,5234 DELANCEY ST , 
   212241,LICENSE,2004,5149.15,3570 JOYCE ST , 
   212303,LICENSE,2004,0,5003 CEDAR AVE , 
   212347,LICENSE,2004,0,5239 CEDAR AVE , 
   212349,LICENSE,2004,0,5828 PEMBERTON ST , 
   212356,LICENSE,2004,3774.98,114 N 62ND ST , 
   212363,LICENSE,2004,450.33,6023 PINE ST , 
   212391,LICENSE,2004,19053.98,7150 OGONTZ AVE , 
   212486,LICENSE,2004,5605.12,4943 WALNUT ST , 
   212736,LICENSE,2004,3914.52,3143 N MARSTON ST , 
   213016,LICENSE,2004,6068.54,350 SHEDAKER ST , 
   213294,LICENSE,2004,5874.7,3818 N SMEDLEY ST , 
   213323,LICENSE,2004,2073.33,3144 DIAMOND ST , 
   213331,LICENSE,2004,6159.54,5968 TRINITY ST , 
   213417,LICENSE,2004,3222.74,2213 SEYBERT ST , 
   214056,LICENSE,2004,15314.33,7031 GEORGIAN RD , 
   214701,LICENSE,2004,43081.61,6948 TORRESDALE AVE , 
   214747,LICENSE,2004,4006.49,1677 KINSEY ST , 
   214813,LICENSE,2004,1050.26,4438 GRISCOM ST , 
   215151,LICENSE,2004,1744.48,2354 GERRITT ST , 
   215249,LICENSE,2004,201.69,2451 W BERKS ST , 
   215400,LICENSE,2004,6248.7,706 E CHELTEN AVE , 
   215659,LICENSE,2004,4359.09,6003 REINHARD ST , 
   215689,LICENSE,2004,17274.45,4625 WAYNE AVE , 
   215738,LICENSE,2004,1624.29,1714 N 16TH ST , 
   215756,LICENSE,2004,2163.69,130 W LOGAN ST , 
   215987,LICENSE,2004,1538.99,2416 W LEHIGH AVE , 
   216119,LICENSE,2004,929.02,3208 CECIL B MOORE AVE , 
   216219,LICENSE,2004,2713.46,2728 N 13TH ST , 
   216220,LICENSE,2004,21288.08,931 N 42ND ST , 
   216521,LICENSE,2004,423.55,5701 N 17TH ST , 
   216761,LICENSE,2004,0,1823 N VAN PELT ST , 
   216828,LICENSE,2004,1765.23,4212 W GIRARD AVE , 
   217087,LICENSE,2004,17491.12,413 S 44TH ST , 
   217294,LICENSE,2004,0,607 S 42ND ST , 
   217424,LICENSE,2004,151.4,1211 W CAMBRIA ST , 
   217461,LICENSE,2004,6842.46,6226 RACE ST , 
   217993,LICENSE,2004,602.63,1216 N 55TH ST , 
   218023,LICENSE,2004,6844.35,502 N PLEASANT PL , 
   218112,LICENSE,2004,4411.66,2520 N 32ND ST , 
   218305,LICENSE,2004,653.84,1823 S 19TH ST , 
   218474,LICENSE,2004,682.79,2401 S 72ND ST , 
   219622,LICENSE,2004,23109.03,5707 N PARK AVE , 
   219725,LICENSE,2004,32386.1,4246 PARKSIDE AVE , 
   219773,LICENSE,2004,34466.24,4206 PARKSIDE AVE , 
   220043,LICENSE,2004,0,5113 FLORENCE AVE , 
   220714,LICENSE,2004,1765.23,4220 W GIRARD AVE , 
   220715,LICENSE,2004,1765.23,4214 W GIRARD AVE , 
   220716,LICENSE,2004,1765.23,4228 W GIRARD AVE , 
   220948,LICENSE,2004,10174.38,3315 N PARK AVE , 
   221064,LICENSE,2004,5907.8,5013 CEDAR AVE , 
   221288,LICENSE,2004,14523.59,5445 ANGORA TER , 
   222179,LICENSE,2004,13129.02,5800 N 17TH ST , 
   222900,LICENSE,2004,6068.26,32 N 51ST ST , 
   223221,LICENSE,2004,3828.01,2043 S CROSKEY ST , 
   223278,LICENSE,2004,1765.23,4218 W GIRARD AVE , 
   223450,LICENSE,2004,2397.34,1335 S HOLLYWOOD ST , 
   223610,LICENSE,2004,0,6545 REGENT ST , 
   224004,LICENSE,2004,3813.03,2005 S CROSKEY ST , 
   224672,LICENSE,2004,2321.55,22 E SHARPNACK ST , 
   224928,LICENSE,2004,9497.13,4651 N 16TH ST , 
   225196,LICENSE,2004,1056.84,74 E GARFIELD ST , 
   225732,LICENSE,2004,3849.75,3154 PENNOCK ST , 
   225837,LICENSE,2004,2393.12,2451 N BOUVIER ST , 
   226173,LICENSE,2004,9217.04,2849 N STILLMAN ST , 
   227173,LICENSE,2004,8025.78,5647 BLOYD ST , 
   227779,LICENSE,2004,4419.03,2837 N OPAL ST , 
   227942,LICENSE,2004,3619.77,4825 KNOX ST , 
   227974,LICENSE,2004,15236.78,2008 W SPENCER AVE , 
   230307,LICENSE,2004,12402.68,4653 N 16TH ST , 
   230933,LICENSE,2004,5235.92,235 N GROSS ST , 
   231068,LICENSE,2004,5304.33,962 LOCUST AVE , 
   231184,LICENSE,2004,37.2,426 N 38TH ST , 
   231448,LICENSE,2004,182.46,5517 LUDLOW ST , 
   231619,LICENSE,2004,6491.88,2824 W CLEMENTINE ST , 
   232104,LICENSE,2004,682.79,2411 S 72ND ST , 
   232173,LICENSE,2004,2755.54,6048 CHESTER AVE , 
   232879,LICENSE,2004,1287.68,6645 YOCUM ST , 
   233321,LICENSE,2004,1210.23,4323 E ROOSEVELT BLV , 
   233415,LICENSE,2004,5182.61,2601 W STERNER ST , 
   233477,LICENSE,2004,608.22,1531 N REDFIELD ST , 
   233482,LICENSE,2004,42.57,4911 FLORENCE AVE , 
   233528,LICENSE,2004,3662.29,3973 RENO ST , 
   233739,LICENSE,2004,5433.7,2264 N GRATZ ST , 
   233845,LICENSE,2004,7385.74,120 MEEHAN AVE , 
   233911,LICENSE,2004,6568.96,2125 S 58TH ST , 
   234023,LICENSE,2004,9137.22,1030 S ITHAN ST , 
   234078,LICENSE,2004,10820.59,551 E PENN ST , 
   234213,LICENSE,2004,4047.53,6017 UPLAND ST , 
   234432,LICENSE,2004,6511.35,4952 KERSHAW ST , 
   234721,LICENSE,2004,282.83,4929 WALTON AVE , 
   234733,LICENSE,2004,3930.53,1950 N MYRTLEWOOD ST , 
   235004,LICENSE,2004,9356.22,925 CHURCH LN , 
   235308,LICENSE,2004,10893.74,4523 N UBER ST , 
   235342,LICENSE,2004,15643.49,4747 BINGHAM ST , 
   235572,LICENSE,2004,5894.15,6427 GLENMORE AVE , 
   235715,LICENSE,2004,8049.62,2436 S FRAZIER ST , 
   235916,LICENSE,2004,5095.52,67 COSGROVE ST , 
   236023,LICENSE,2004,258.5,5136 HAZEL AVE , 
   236108,LICENSE,2004,31.92,5105 HAZEL AVE , 
   236110,LICENSE,2004,283.65,4906 WALTON AVE , 
   236114,LICENSE,2004,297.92,5625 WALTON AVE , 
   236115,LICENSE,2004,4295.36,5628 WALTON AVE , 
   236223,LICENSE,2004,1050.26,2512 HOLBROOK ST , 
