APPLICATION NUMBER,TYPE,YEAR ISSUED,PRINCIPAL DUE,ADDRESS, 
   526843,LICENSE,2011,14.32,3822 ARCHER ST , 
   526847,LICENSE,2011,0,3829 ARCHER ST , 
   526968,LICENSE,2011,2103.4,3501 N 08TH ST , 
   526985,LICENSE,2011,1250.69,2612 MIFFLIN ST , 
   527007,LICENSE,2011,1791.31,1206 S PEACH ST , 
   527016,LICENSE,2011,2079.24,605 E WESTMORELAND ST , 
   527020,LICENSE,2011,512.7,2611 N SARTAIN ST , 
   527043,LICENSE,2011,2439.38,1615 W ERIE AVE , 
   527098,LICENSE,2011,4639.23,2066 N 02ND ST , 
   527112,LICENSE,2011,2232.55,5409 ADDISON ST , 
   527141,LICENSE,2011,37.66,2525 SHELMIRE AVE , 
   527185,LICENSE,2011,8451.53,3219 N BAMBREY ST , 
   527200,LICENSE,2011,383.18,5142 W STILES ST , 
   527291,LICENSE,2011,3230.27,141 N LINDENWOOD ST , 
   527301,LICENSE,2011,5859.54,2014 CHELTEN AVE , 
   527302,LICENSE,2011,3627.58,2057 CHELTEN AVE , 
   527303,LICENSE,2011,3627.58,2059 CHELTEN AVE , 
   527361,LICENSE,2011,4101.69,6522 CHESTER AVE , 
   527398,LICENSE,2011,1686.24,658 W TUSCULUM ST , 
   527511,LICENSE,2011,5575.23,5475 W MONTGOMERY AVE , 
   527526,LICENSE,2011,79.28,7242 OAKLAND ST , 
   527616,LICENSE,2011,3251.79,3828 WYALUSING AVE , 
   527672,LICENSE,2011,1467.53,1315 KERBAUGH ST , 
   527716,LICENSE,2011,33599.52,1339 W 65TH AVE , 
   527788,LICENSE,2011,1521.94,3430 N 10TH ST , 
   527789,LICENSE,2011,865.19,634 W MAYFIELD ST , 
   527865,LICENSE,2011,1461.81,139 W YORK ST , 
   527955,LICENSE,2011,2857.76,1912 E CUMBERLAND ST , 
   527959,LICENSE,2011,5023.93,7100 LOUISE ST , 
   527997,LICENSE,2011,3640.45,5736 CHRISTIAN ST , 
   528137,LICENSE,2011,0,4525 WALNUT ST , 
   528175,LICENSE,2011,2034.76,652 E WISHART ST , 
   528219,LICENSE,2011,486.59,804 E MADISON ST , 
   528256,LICENSE,2011,13.44,6264 N BOUVIER ST , 
   528267,LICENSE,2011,3171.96,4464 N 17TH ST , 
   528321,LICENSE,2011,6640.49,1952 BONITZ ST , 
   528326,LICENSE,2011,2668.85,2457 N 05TH ST , 
   528418,LICENSE,2011,3052.42,3030 PAGE ST , 
   528450,LICENSE,2011,3803.97,1519 S 19TH ST , 
   528554,LICENSE,2011,1992.17,2135 N 10TH ST , 
   528586,LICENSE,2011,1169.24,1555 N 09TH ST , 
   528589,LICENSE,2011,3198.76,3904 FAIRMOUNT AVE , 
   528612,LICENSE,2011,1967.33,3400 GRAYS FERRY AVE , 
   528620,LICENSE,2011,5122.02,2601 N STANLEY ST , 
   528628,LICENSE,2011,1467.82,1458 N DOVER ST , 
   528629,LICENSE,2011,774.99,2517 N DOVER ST , 
   528631,LICENSE,2011,1225.43,2833 N NEWKIRK ST , 
   528643,LICENSE,2011,152.24,2433 N 33RD ST , 
   528665,LICENSE,2011,2896.69,1707 W BUTLER ST , 
   528738,LICENSE,2011,516.07,1143 COBBS CREEK PKY , 
   528740,LICENSE,2011,7939.77,2949 N 23RD ST , 
   528769,LICENSE,2011,840.18,612 W LUZERNE ST , 
   528866,LICENSE,2011,0,2525 WELSH RD , 
   528900,LICENSE,2011,1781.85,5254 N 10TH ST , 
   528901,LICENSE,2011,1493.63,2903 N FAIRHILL ST , 
   528928,LICENSE,2011,1093.51,718 W RUSSELL ST , 
   528951,LICENSE,2011,2254.73,1300 W LYCOMING ST , 
   528970,LICENSE,2011,4436.43,112 E ALLEN ST , 
   529136,LICENSE,2011,152.06,20 S 43RD ST , 
   529285,LICENSE,2011,886.95,2935 W GORDON ST , 
   529304,LICENSE,2011,5754.47,2862 N 25TH ST , 
   529326,LICENSE,2011,7440.27,2341 S 04TH ST , 
   529388,LICENSE,2011,1936.92,2012 POINT BREEZE AVE , 
   529459,LICENSE,2011,2307.21,1835 E MONMOUTH ST , 
   529479,LICENSE,2011,1454.98,2013 S 07TH ST , 
   529565,LICENSE,2011,32199.46,4001 N LAWRENCE ST , 
   529574,LICENSE,2011,1520.01,2240 S 05TH ST , 
   529618,LICENSE,2011,2972.67,2264 E MONMOUTH ST , 
   529667,LICENSE,2011,0,3907 N FAIRHILL ST , 
   529691,LICENSE,2011,27.26,1615 WOMRATH ST , 
   529841,LICENSE,2011,0,6330 FRANKFORD AVE , 
   529864,LICENSE,2011,5151.17,217 SHEDAKER ST , 
   529888,LICENSE,2011,456.18,3069 N SWANSON ST , 
   530102,LICENSE,2011,13.44,6264 N BOUVIER ST , 
   530122,LICENSE,2011,2985.65,7216 YOCUM ST , 
   530181,LICENSE,2011,0,740 E CHELTEN AVE , 
   530259,LICENSE,2011,3955.19,5824 WILLOWS AVE , 
   530319,LICENSE,2011,1130.39,2513 W SELTZER ST , 
   530456,LICENSE,2011,288.4,1321 N 17TH ST , 
   530463,LICENSE,2011,2090.72,1857 N 27TH ST , 
   530464,LICENSE,2011,2847.13,2715 N 11TH ST , 
   530465,LICENSE,2011,416.56,3111 W NORRIS ST , 
   530520,LICENSE,2011,0,3300 C ST , 
   530522,LICENSE,2011,2805.99,3000 W LEHIGH AVE , 
   530547,LICENSE,2011,3002.27,368 E WISTER ST , 
   530566,LICENSE,2011,8869.56,220 N PEACH ST , 
   530619,LICENSE,2011,4883.96,710 E CHELTEN AVE , 
   530702,LICENSE,2011,11934.98,6231 JEFFERSON ST , 
   530723,LICENSE,2011,1415.41,4025 N FAIRHILL ST , 
   530728,LICENSE,2011,2883.99,56 N CONESTOGA ST , 
   530768,LICENSE,2011,559.38,1304 W WISHART ST , 
   530796,LICENSE,2011,4883,5718 FILBERT ST , 
   530798,LICENSE,2011,2206.23,6122 MARKET ST , 
   530826,LICENSE,2011,0,3535 VISTA ST , 
   530837,LICENSE,2011,2342.04,1524 S CORLIES ST , 
   530856,LICENSE,2011,2456.01,6545 ELMWOOD AVE , 
   530862,LICENSE,2011,3020.01,3211 W OXFORD ST , 
   530874,LICENSE,2011,1306.96,1237 W HUNTINGDON ST , 
   530928,LICENSE,2011,5337.7,1002 S 11TH ST , 
   530991,LICENSE,2011,2430.43,3025 N WOODSTOCK ST , 
   530997,LICENSE,2011,3613.29,2186 HOMER ST , 
   531018,LICENSE,2011,2988.38,4418 I ST , 
   531085,LICENSE,2011,3711.46,2071 E MONMOUTH ST , 
   531090,LICENSE,2011,1611.15,5044 WESTMINSTER AVE , 
   531114,LICENSE,2011,11017.22,4982 1/2 W THOMPSON ST , 
   531147,LICENSE,2011,8926.05,444 MARKLE ST , 
   531149,LICENSE,2011,6248.7,706 E CHELTEN AVE , 
   531153,LICENSE,2011,1050.26,2512 HOLBROOK ST , 
   531206,LICENSE,2011,783.94,4983 N 02ND ST , 
   531224,LICENSE,2011,3543.81,827 CHURCH LN , 
   531236,LICENSE,2011,1184.22,2848 S 17TH ST , 
   531238,LICENSE,2011,1184.22,2848 S 17TH ST , 
   531262,LICENSE,2011,1739.52,2416 W HUNTING PARK AVE , 
   531308,LICENSE,2011,13178.76,6426 CASTOR AVE , 
   531369,LICENSE,2011,2153.76,2222 MIFFLIN ST , 
   531614,LICENSE,2011,38.02,3936 PRISCILLA ST , 
   531625,LICENSE,2011,5298.02,3331 ELLA ST , 
   531712,LICENSE,2011,862.05,6138 TORRESDALE AVE , 
   531715,LICENSE,2011,2667.07,3129 HURLEY ST , 
   531814,LICENSE,2011,170.3,1317 S DOVER ST , 
   531822,LICENSE,2011,3717.15,5245 FLORENCE AVE , 
   531905,LICENSE,2011,366.69,277 W MOUNT PLEASANT AVE , 
   531923,LICENSE,2011,3443.43,5920 ANDALE ST , 
   531974,LICENSE,2011,544.2,4146 POPLAR ST , 
   532124,LICENSE,2011,7270.23,65 N 53RD ST , 
   532202,LICENSE,2011,2468.49,3260 JOYCE ST , 
   532219,LICENSE,2011,27.34,5238 LANCASTER AVE , 
   532219,LICENSE,2011,27.34,5238 LANCASTER WLK , 
   532361,LICENSE,2011,10847.86,1301 68TH AVE , 
   532388,LICENSE,2011,5241.27,5659 LITCHFIELD ST , 
   532591,LICENSE,2011,13029.97,4601 LONGSHORE AVE , 
   532615,LICENSE,2011,10685.94,6126 MC MAHON AVE , 
   532637,LICENSE,2011,3014.02,1628 S TANEY ST , 
   532667,LICENSE,2011,55203.26,5600 GERMANTOWN AVE , 
   532669,LICENSE,2011,48908.51,5215 SCHUYLER ST , 
   532677,LICENSE,2011,4277.72,3508 N 23RD ST , 
   532679,LICENSE,2011,2455.2,2721 WEBB ST , 
   532689,LICENSE,2011,1731.83,1935 MC CLELLAN ST , 
   532741,LICENSE,2011,2596.22,2900 N FAIRHILL ST , 
   532752,LICENSE,2011,1393.01,3110 FRENCH ST , 
   532813,LICENSE,2011,3130.84,5636 STEWART ST , 
   532894,LICENSE,2011,9057.47,1540 S 08TH ST , 
   533006,LICENSE,2011,1675.29,2506 N LEITHGOW ST , 
   533038,LICENSE,2011,24.46,2710 W SELTZER ST , 
   533046,LICENSE,2011,1861.06,1549 S TANEY ST , 
   533069,LICENSE,2011,480.23,2652 N 16TH ST , 
   533101,LICENSE,2011,3615.49,2058 MC CLELLAN ST , 
   533259,LICENSE,2011,1901.55,5326 TURNER ST , 
   533260,LICENSE,2011,3967.3,2510 S 62ND ST , 
   533293,LICENSE,2011,732.27,2623 W SELTZER ST , 
   533308,LICENSE,2011,5819.76,3856 N 13TH ST , 
   533323,LICENSE,2011,3316.68,1839 S 06TH ST , 
   533566,LICENSE,2011,1051.46,2419 CLIFFORD ST , 
   533605,LICENSE,2011,3182.42,145 HANSBERRY ST , 
   533621,LICENSE,2011,22864.78,5300 LANSDOWNE AVE , 
   533631,LICENSE,2011,0,2101 N MARSHALL ST , 
   533646,LICENSE,2011,905.43,1226 W VENANGO ST , 
   533726,LICENSE,2011,705.36,2526 N 02ND ST , 
   533731,LICENSE,2011,0,1933 MC CLELLAN ST , 
   533734,LICENSE,2011,216.47,2703 W BERKS ST , 
   533737,LICENSE,2011,146.81,2426 N 33RD ST , 
   533742,LICENSE,2011,6027.4,3113 N 17TH ST , 
   533744,LICENSE,2011,4132.82,141 N RUBY ST , 
   533765,LICENSE,2011,5311.09,4683 HAWTHORNE ST , 
   533861,LICENSE,2011,2896.69,1707 W BUTLER ST , 
   533945,LICENSE,2011,19.01,3117 WESTMONT ST , 
   533984,LICENSE,2011,10559.94,5435 NORFOLK ST , 
   533998,LICENSE,2011,0,922 S SAINT BERNARD ST , 
   534004,LICENSE,2011,1204.71,926 S 60TH ST , 
   534108,LICENSE,2011,5185.59,3853 OLIVE ST , 
   534109,LICENSE,2011,1233.69,3818 WALLACE ST , 
   534111,LICENSE,2011,8228.37,617 N 38TH ST , 
   534171,LICENSE,2011,2535.44,4982 W THOMPSON ST , 
   534209,LICENSE,2011,2623.27,521 N 63RD ST , 
   534252,LICENSE,2011,2423.41,2238 FONTAIN ST , 
   534276,LICENSE,2011,1906.71,2604 CECIL B MOORE AVE , 
   534278,LICENSE,2011,1906.71,2604 CECIL B MOORE AVE , 
   534328,LICENSE,2011,2198.13,1416 W MAYFIELD ST , 
   534338,LICENSE,2011,2382.93,2601 N 23RD ST , 
   534416,LICENSE,2011,4239.96,5236 LOCUST ST , 
   534422,LICENSE,2011,9356.22,937 CHURCH LN , 
   534503,LICENSE,2011,20394.59,7326 OXFORD AVE , 
   534572,LICENSE,2011,36351.96,4540 MILLER ST , 
   534600,LICENSE,2011,7318.89,5807 N 13TH ST , 
   534604,LICENSE,2011,0,2520 ARAMINGO AVE , 
   534752,LICENSE,2011,162.79,9200 BLUE GRASS RD E100, 
   534764,LICENSE,2011,9140.37,5711 N BEECHWOOD ST , 
   534809,LICENSE,2011,3125.72,2024 S 68TH ST , 
   534848,LICENSE,2011,3967.3,2510 S 62ND ST , 
   534871,LICENSE,2011,100.6,4545 N MARVINE ST , 
   534967,LICENSE,2011,3894.3,2701 REED ST , 
   534968,LICENSE,2011,3894.3,2701 REED ST , 
   534969,LICENSE,2011,3431.76,6210 MORTON ST , 
   535049,LICENSE,2011,2785.04,3821 ASPEN ST , 
   535056,LICENSE,2011,5582.48,252 S 55TH ST , 
   535195,LICENSE,2011,7440.27,2341 S 04TH ST , 
   535265,LICENSE,2011,1665.22,1351 W JEROME ST , 
   535378,LICENSE,2011,28.38,1100 VINE ST 1001, 
   535443,LICENSE,2011,0,2451 GRANT AVE , 
   535464,LICENSE,2011,9034.8,6620 E ROOSEVELT BLV , 
   535527,LICENSE,2011,0,6672 CORNELIUS ST , 
   535528,LICENSE,2011,0,6672 CORNELIUS ST , 
   535540,LICENSE,2011,1092.84,5827 FILBERT ST , 
   536296,LICENSE,2011,1733.94,1718 S 05TH ST , 
   536304,LICENSE,2011,2282.96,2917 N 03RD ST , 
   536322,LICENSE,2011,4752.37,1923 S BONSALL ST , 
   536334,LICENSE,2011,26981.73,2700 GERMANTOWN AVE , 
   536421,LICENSE,2011,2560.67,321 E ROOSEVELT BLV , 
   536452,LICENSE,2011,1160.22,2729 C ST , 
   536482,LICENSE,2011,15084.06,123 E WELLENS ST , 
   536513,LICENSE,2011,2492.15,56 N EDGEWOOD ST , 
   536575,LICENSE,2011,2583.21,4647 N 05TH ST , 
   536655,LICENSE,2011,2223.89,2334 N CLEVELAND ST , 
   536817,LICENSE,2011,3509.38,952 E WOODLAWN ST , 
   536877,LICENSE,2011,3522.82,673 N 39TH ST , 
   536880,LICENSE,2011,564.93,3826 ASPEN ST , 
   536965,LICENSE,2011,1670.84,2466 N COLORADO ST , 
   537043,LICENSE,2011,2063.52,160 W LIPPINCOTT ST , 
   537046,LICENSE,2011,1353.18,2649 N CORLIES ST , 
   537118,LICENSE,2011,3906.71,1499 N 53RD ST , 
   537142,LICENSE,2011,1869.28,873 N 49TH ST , 
   537270,LICENSE,2011,8300.11,2141 N 22ND ST , 
   537373,LICENSE,2011,10660.08,132 N PAXON ST , 
   537375,LICENSE,2011,10660.08,132 N PAXON ST , 
   537381,LICENSE,2011,5740.81,4768 TACONY ST , 
   537391,LICENSE,2011,10254.82,2723 N 16TH ST , 
   537509,LICENSE,2011,2152.8,3859 N BROAD ST , 
   537686,LICENSE,2011,15042.11,1229 VALLEY FORGE PL , 
   537789,LICENSE,2011,1429.66,1811 N RINGGOLD ST , 
   537790,LICENSE,2011,2096.68,110 N 51ST ST , 
   537814,LICENSE,2011,3744.27,411 W WELLENS ST , 
   537851,LICENSE,2011,1073.49,720 W ALLEGHENY AVE , 
   537880,LICENSE,2011,20539.49,3862 TERRACE ST , 
   537968,LICENSE,2011,2409.71,2529 SALMON ST , 
   537973,LICENSE,2011,1200.85,4015 HAVERFORD AVE , 
   537981,LICENSE,2011,3724.69,1630 W CLEARFIELD ST , 
   538083,LICENSE,2011,1675.41,425 N SICKELS ST , 
   538118,LICENSE,2011,280.91,2510 TURNER ST , 
   538146,LICENSE,2011,4274.76,2534 N DOVER ST , 
   538257,LICENSE,2011,2310.22,5920 DELANCEY ST , 
   538273,LICENSE,2011,1532.52,200 N ROBINSON ST , 
   538363,LICENSE,2011,0,2451 GRANT AVE , 
   538372,LICENSE,2011,5918.96,3006 AGATE ST , 
   538387,LICENSE,2011,5591.95,1350 N 29TH ST , 
   538388,LICENSE,2011,5591.95,1350 N 29TH ST , 
   538393,LICENSE,2011,3749.19,4009 HAVERFORD AVE , 
   538410,LICENSE,2011,921.11,2732 N NEWKIRK ST , 
   538422,LICENSE,2011,0,1524 SANSOM ST , 
   538440,LICENSE,2011,9293.8,5327 RACE ST , 
   538482,LICENSE,2011,2850.2,1143 S 26TH ST , 
   538483,LICENSE,2011,3002.27,368 E WISTER ST , 
   538485,LICENSE,2011,3002.27,368 E WISTER ST , 
   538509,LICENSE,2011,2382.93,2601 N 23RD ST , 
   538511,LICENSE,2011,1097.65,4511 N 03RD ST , 
   538573,LICENSE,2011,0,1334 WALNUT ST , 
   538636,LICENSE,2011,9282.92,2228 GEORGES LN , 
   538651,LICENSE,2011,8770.07,1800 WOMRATH ST , 
   538654,LICENSE,2011,8770.07,1800 WOMRATH ST , 
   538725,LICENSE,2011,2583.57,2240 N LAMBERT ST , 
   538740,LICENSE,2011,1789.17,512 N 54TH ST , 
   538777,LICENSE,2011,5815.42,5641 N 11TH ST , 
   538821,LICENSE,2011,488.2,1511 S CAPITOL ST , 
   538917,LICENSE,2011,0,1261 S NEWKIRK ST , 
   538942,LICENSE,2011,784.12,5160 RENO ST , 
   538944,LICENSE,2011,3154.38,202 N 50TH ST , 
   539000,LICENSE,2011,3297,5436 HAVERFORD AVE , 
   539068,LICENSE,2011,59864.52,110 CHESTNUT ST , 
   539093,LICENSE,2011,1137.45,504 RITNER ST , 
   539101,LICENSE,2011,713.96,4010 N 13TH ST , 
   539102,LICENSE,2011,5599.62,4229 VISTA ST , 
   539242,LICENSE,2011,249.38,2513 N BANCROFT ST , 
   539243,LICENSE,2011,534.01,2517 N BANCROFT ST , 
   539309,LICENSE,2011,3817.52,4641 BOUDINOT ST , 
   539313,LICENSE,2011,2043.94,113 E COURTLAND ST , 
   539442,LICENSE,2011,2549.92,4258 FRANKFORD AVE , 
   539542,LICENSE,2011,1361.82,434 W AIRDRIE ST , 
   539555,LICENSE,2011,0,4343 N MARSHALL ST , 
   539683,LICENSE,2011,3729.9,2021 WHARTON ST , 
     2867,LICENSE,2010,4017.75,134 WRIGHT ST , 
     7786,LICENSE,2010,23109.03,5707 N PARK AVE , 
    35858,LICENSE,2010,490.61,1804 N 24TH ST , 
   118891,PERMIT,2010,141870.28,123 E LUZERNE ST , 
   120024,PERMIT,2010,228.09,2133 S CECIL ST , 
   134426,PERMIT,2010,803.95,2630 N 30TH ST , 
   166643,PERMIT,2010,141870.28,123 E LUZERNE ST , 
   171890,PERMIT,2010,2536.22,2430 W SEDGLEY AVE , 
   174005,PERMIT,2010,141870.28,123 E LUZERNE ST , 
   197799,PERMIT,2010,55695.67,1901 N FRONT ST , 
   226295,PERMIT,2010,125.07,2321 FRANKFORD AVE , 
   226467,PERMIT,2010,4699.49,5317 GERMANTOWN AVE , 
   229674,PERMIT,2010,8705.96,6959 CEDAR PARK AVE , 
   229890,PERMIT,2010,7723.65,5900 LATONA ST , 
   231758,PERMIT,2010,2315.22,3450 N 02ND ST , 
   232247,PERMIT,2010,1536.14,1349 S 20TH ST , 
   234026,PERMIT,2010,7963.04,730 S BROAD ST , 
   234537,PERMIT,2010,6606.94,2601 W SELTZER ST , 
   235751,PERMIT,2010,4978.03,5471 ARLINGTON ST , 
   235889,PERMIT,2010,4712.3,1011 W TIOGA ST , 
   236479,PERMIT,2010,21409.73,5543 GRAYS AVE , 
   239135,PERMIT,2010,75704.31,7 LOCK ST , 
   239389,PERMIT,2010,16483.21,531 S 52ND ST , 
   240711,PERMIT,2010,55695.67,1901 N FRONT ST , 
   241165,PERMIT,2010,214.25,951 WOLF ST , 
   243538,PERMIT,2010,3762.55,1851 N 28TH ST , 
   243790,PERMIT,2010,3011.76,3425 KENSINGTON AVE , 
   244382,PERMIT,2010,6719.5,5400 MARKET ST , 
   244504,PERMIT,2010,7520.98,1422 N 53RD ST , 
   244739,PERMIT,2010,280.91,2510 TURNER ST , 
   245591,PERMIT,2010,0,839 N 16TH ST , 
   248494,PERMIT,2010,5244.75,1805 MASTER ST , 
   249657,PERMIT,2010,18655.16,4626 MARKET ST , 
   249660,PERMIT,2010,0,6001 MARKET ST , 
   250317,PERMIT,2010,6716.78,1103 S 52ND ST , 
   250319,PERMIT,2010,4760.46,1105 S 52ND ST , 
   250552,PERMIT,2010,4665.37,1727 W HUNTINGDON ST , 
   250704,PERMIT,2010,5244.75,1805 MASTER ST , 
   251521,PERMIT,2010,0,2451 GRANT AVE , 
   252662,PERMIT,2010,1856.7,16 N 51ST ST , 
   253675,PERMIT,2010,7267.05,1730 W CHELTENHAM AVE , 
   253734,PERMIT,2010,19025.02,4223 WAYNE AVE , 
   253925,PERMIT,2010,60191.72,7947 BUSTLETON AVE , 
   254106,PERMIT,2010,60191.72,7947 BUSTLETON AVE , 
   254338,PERMIT,2010,439.67,8138 BUSTLETON AVE , 
   254350,PERMIT,2010,5820.79,3023 N SYDENHAM ST , 
   254404,PERMIT,2010,976.25,1609 N 33RD ST , 
   254673,PERMIT,2010,0,4020 WHITAKER AVE , 
   254709,PERMIT,2010,5503.64,3823 N 16TH ST , 
   254887,PERMIT,2010,8162.81,835 LOCUST AVE , 
   254903,PERMIT,2010,1482.07,4601 N FRONT ST , 
   254907,PERMIT,2010,1482.07,4601 N FRONT ST , 
   255089,PERMIT,2010,128.91,1147 N 04TH ST ROOFTOP, 
   255182,PERMIT,2010,315.6,3135 DIAMOND ST , 
   255186,PERMIT,2010,315.6,3122 DIAMOND ST , 
   255371,PERMIT,2010,8137.56,9300 ASHTON RD 2, 
   255474,PERMIT,2010,4601.87,3832 WYALUSING AVE , 
   255537,PERMIT,2010,2400.77,3127 N FRANKLIN ST , 
   255688,PERMIT,2010,1484.27,5329 PENTRIDGE ST , 
   255751,PERMIT,2010,15446.08,113 W LOGAN ST , 
   255763,PERMIT,2010,3850.8,5333 MALCOLM ST , 
   255813,PERMIT,2010,7502.07,6420 N NORWOOD ST , 
   255826,PERMIT,2010,5525.2,133 W DURHAM ST , 
   255884,PERMIT,2010,6543.25,4434 KENDRICK ST , 
   255991,PERMIT,2010,3119.01,1712 W ALLEGHENY AVE , 
   256085,PERMIT,2010,1650.84,512 N 41ST ST , 
   256116,PERMIT,2010,6719.5,5400 MARKET ST , 
   256160,PERMIT,2010,0,407 MOORE ST , 
   256210,PERMIT,2010,2221.01,2254 N CLEVELAND ST , 
   256221,PERMIT,2010,8237.51,1955 S 60TH ST , 
   256262,PERMIT,2010,1580.06,3550 KENSINGTON AVE , 
   256292,PERMIT,2010,2169.44,913 CHURCH LN , 
   256336,PERMIT,2010,955.8,1530 S OPAL ST , 
   256373,PERMIT,2010,2367.33,412 N 60TH ST , 
   256389,PERMIT,2010,7417.81,2812 S CAMAC ST , 
   256534,PERMIT,2010,2402.37,5068 OGDEN ST , 
   256582,PERMIT,2010,1692.72,1906 N LAWRENCE ST , 
   256583,PERMIT,2010,1762.43,1262 S BUCKNELL ST , 
   256641,PERMIT,2010,12930.73,6539 N 17TH ST , 
   256644,PERMIT,2010,917.45,1507 W SERGEANT ST , 
   256677,PERMIT,2010,679.17,1533 S STILLMAN ST , 
   256708,PERMIT,2010,2909.64,222 E WISTER ST , 
   256713,PERMIT,2010,520.78,3121 DIAMOND ST , 
   256714,PERMIT,2010,315.6,3122 DIAMOND ST , 
   256720,PERMIT,2010,315.6,3135 DIAMOND ST , 
   256771,PERMIT,2010,6812.14,314 W TULPEHOCKEN ST , 
   256812,PERMIT,2010,7917.23,131 E GORGAS LN , 
   256836,PERMIT,2010,3548.58,6252 OSAGE AVE , 
   256927,PERMIT,2010,9274.91,4522 N 15TH ST , 
   256951,PERMIT,2010,2017.57,5521 LUDLOW ST , 
   257003,PERMIT,2010,522.34,2844 N MARSHALL ST , 
   257010,PERMIT,2010,3005.35,1862 W NEDRO AVE , 
   257057,PERMIT,2010,3106.41,4038R PECHIN ST , 
   257071,PERMIT,2010,6543.25,4434 KENDRICK ST , 
   257104,PERMIT,2010,2221.01,2254 N CLEVELAND ST , 
   257105,PERMIT,2010,4522.41,3138 N CAMAC ST , 
   257150,PERMIT,2010,3021.9,108 S 55TH ST , 
   257200,PERMIT,2010,6775.01,2430 JEFFERSON ST , 
   257291,PERMIT,2010,3170.81,1640 N 06TH ST , 
   257305,PERMIT,2010,1056.23,4625 SANSOM ST , 
   257309,PERMIT,2010,1215.52,1601 SPRING GARDEN ST 200, 
   257313,PERMIT,2010,1456.67,3629 N 11TH ST , 
   257326,PERMIT,2010,16483.21,531 S 52ND ST , 
   257353,PERMIT,2010,15590.33,52 W WASHINGTON LN , 
   257368,PERMIT,2010,6805.61,7053 PASCHALL AVE , 
   257388,PERMIT,2010,1718.22,3623 N CAMAC ST , 
   257407,PERMIT,2010,5113.88,4629 GREENE ST , 
   257410,PERMIT,2010,1670.36,6130 CHANCELLOR ST , 
   257500,PERMIT,2010,1141.13,2520 TURNER ST , 
   257562,PERMIT,2010,3407.89,5311 HADFIELD ST , 
   257586,PERMIT,2010,1675.22,5507 GREENWAY AVE , 
   257615,PERMIT,2010,3563.68,4361 WAYNE AVE , 
   257624,PERMIT,2010,14293.11,4800 KNORR ST , 
   257629,PERMIT,2010,3762.55,1851 N 28TH ST , 
   257647,PERMIT,2010,3551.9,501 E QUEEN LN , 
   257785,PERMIT,2010,197137.79,3875 KENSINGTON AVE , 
   257795,PERMIT,2010,11209.62,6517 N 17TH ST , 
   257815,PERMIT,2010,2400.77,3127 N FRANKLIN ST , 
   257823,PERMIT,2010,6137.52,1709 MASTER ST , 
   257985,PERMIT,2010,14293.11,4800 KNORR ST , 
   258076,PERMIT,2010,1013.5,5030 N FRANKLIN ST , 
   258093,PERMIT,2010,1580.06,3550 KENSINGTON AVE , 
   258112,PERMIT,2010,3439.2,301 W COULTER ST , 
   258155,PERMIT,2010,2103.62,2047 E HUNTINGDON ST , 
   258193,PERMIT,2010,2753.06,3036 W GORDON ST , 
   258194,PERMIT,2010,2140.56,3310 N HOWARD ST , 
   258209,PERMIT,2010,32282.18,235 W SCHOOL HOUSE LN , 
   258241,PERMIT,2010,1141.13,2520 TURNER ST , 
   258250,PERMIT,2010,1277.43,3891 MANOR ST , 
   258312,PERMIT,2010,7917.23,131 E GORGAS LN , 
   258415,PERMIT,2010,3146.73,2139 EARP ST , 
   258435,PERMIT,2010,917.45,1507 W SERGEANT ST , 
   258444,PERMIT,2010,11941,4435 N 18TH ST , 
   258492,PERMIT,2010,3762.55,1851 N 28TH ST , 
   258564,PERMIT,2010,845.76,1532 S 05TH ST , 
   258569,PERMIT,2010,845.76,1532 S 05TH ST , 
   258618,PERMIT,2010,2357.75,2462 N HOLLYWOOD ST , 
   258643,PERMIT,2010,3146.73,2139 EARP ST , 
   258664,PERMIT,2010,10236.29,235 S ITHAN ST , 
   258670,PERMIT,2010,4486.49,6035 CHESTER AVE , 
   258683,PERMIT,2010,8457.18,5320 W BERKS ST , 
   258716,PERMIT,2010,1759.65,507 W VENANGO ST , 
   258935,PERMIT,2010,4096.39,3105 N 13TH ST , 
   258982,PERMIT,2010,5231.35,6547 N 18TH ST , 
   259015,PERMIT,2010,8071.17,318 W RAYMOND ST , 
   259076,PERMIT,2010,11228.66,8647 MICHENER AVE , 
   259101,PERMIT,2010,2221.01,2254 N CLEVELAND ST , 
   259175,PERMIT,2010,68.9,1227 S 52ND ST , 
   259192,PERMIT,2010,6936.41,6122 LANCASTER AVE , 
   259192,PERMIT,2010,6936.41,6122 LANCASTER WLK , 
   259358,PERMIT,2010,6295.83,2316 W VENANGO ST , 
   259378,PERMIT,2010,279.02,2230 N CHADWICK ST , 
   259589,PERMIT,2010,4096.39,3105 N 13TH ST , 
   259617,PERMIT,2010,5244.75,1805 MASTER ST , 
   259619,PERMIT,2010,2980.11,4351 N 06TH ST , 
   259861,PERMIT,2010,705.64,554 W WESTMORELAND ST , 
   259934,PERMIT,2010,4522.41,3138 N CAMAC ST , 
   260042,PERMIT,2010,3460.03,6055 KINGSESSING AVE , 
   260066,PERMIT,2010,10090.19,2816 N 20TH ST , 
   260068,PERMIT,2010,1913.21,3008 N 07TH ST , 
   260073,PERMIT,2010,12082.68,453 DURFOR ST , 
   260142,PERMIT,2010,8990.25,1428 N HIRST ST , 
   260331,PERMIT,2010,567.38,2144 N NATRONA ST , 
